State,Species,Endangerment,Light,Water,Nutrients,PH-value,Soil,Freezing tolerance,Maximale height,Flower color,Bees,Butterflies,Birds,Mammals,Roof,Balcony,h_binned
Hamburg,Senecio sarracenicus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecklenburg-Western Pomerania,Senecio sarracenicus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Rhine-Westphalia,Senecio sarracenicus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhineland-Palatinate,Senecio sarracenicus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saarland,Senecio sarracenicus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxony,Senecio sarracenicus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxony-Anhalt,Senecio sarracenicus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schleswig-Holstein,Senecio sarracenicus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thuringia,Senecio sarracenicus,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bavaria,Senecio subalpinus,R,NA,wet to moist,N-poor to N-rich,alkaline,normal to loamy,NA,70,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,60-100 cm
Hamburg,Senecio sylvaticus,3,Sun,moist,N-rich,NA,NA,to -23 °C (to Climatic zone 6),80,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,60-100 cm
Baden-Württemberg,Serratula tinctoria,3,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Brandenburg,Serratula tinctoria,2,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Hamburg,Serratula tinctoria,0,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Hesse,Serratula tinctoria,2,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Mecklenburg-Western Pomerania,Serratula tinctoria,2,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Rhineland-Palatinate,Serratula tinctoria,3,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Saarland,Serratula tinctoria,2,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Saxony,Serratula tinctoria,1,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Saxony-Anhalt,Serratula tinctoria,3,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Schleswig-Holstein,Serratula tinctoria,1,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Thuringia,Serratula tinctoria,2,Sun to Shade,wet to moist,intermediate,NA,loamy,to -23 °C (to Climatic zone 6),60,violet,Bees,Butterflies (4 spp.),NA,3 spp. of mammals,NA,NA,40-60 cm
Baden-Württemberg,Seseli annuum,2,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Bavaria,Seseli annuum,3,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Seseli annuum,2,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Bremen/Lower Saxony,Seseli annuum,1,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Hesse,Seseli annuum,2,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Mecklenburg-Western Pomerania,Seseli annuum,1,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Rhineland-Palatinate,Seseli annuum,3,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Saxony,Seseli annuum,1,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Saxony-Anhalt,Seseli annuum,2,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Thuringia,Seseli annuum,0,Sun,dry,intermediate,alkaline,loamy,NA,60,white,NA,NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Seseli hippomarathrum,2,NA,moist to dry,intermediate,alkaline,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhineland-Palatinate,Seseli hippomarathrum,2,NA,moist to dry,intermediate,alkaline,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxony-Anhalt,Seseli hippomarathrum,3,NA,moist to dry,intermediate,alkaline,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thuringia,Seseli hippomarathrum,V,NA,moist to dry,intermediate,alkaline,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baden-Württemberg,Seseli libanotis,V,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Seseli libanotis,1,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Bremen/Lower Saxony,Seseli libanotis,2,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Hesse,Seseli libanotis,3,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
North Rhine-Westphalia,Seseli libanotis,2,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Saxony,Seseli libanotis,1,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Saxony-Anhalt,Seseli libanotis,2,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Schleswig-Holstein,Seseli libanotis,1,Sun to Half-shade,moist to dry,N-poor,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),150,white,Bees,NA,NA,NA,NA,NA,100+ cm
Bremen/Lower Saxony,Seseli montanum,1,Sun,dry,N-poor,NA,permeable,to -28 °C (to Climatic zone 5),60,white,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Brandenburg,Sesleria caerulea,0,Sun to Half-shade,wet to moist,intermediate,acidic to alkaline,permeable,to -34 °C (to Climatic zone 4),30,blue,NA,Butterflies (4 spp.),NA,4 spp. of mammals,NA,yes,0-40 cm
Berlin,Sherardia arvensis,0,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Brandenburg,Sherardia arvensis,2,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Bremen/Lower Saxony,Sherardia arvensis,3,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Hamburg,Sherardia arvensis,1,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Hesse,Sherardia arvensis,V,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Mecklenburg-Western Pomerania,Sherardia arvensis,2,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
North Rhine-Westphalia,Sherardia arvensis,3,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Saxony,Sherardia arvensis,2,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Saxony-Anhalt,Sherardia arvensis,3,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Schleswig-Holstein,Sherardia arvensis,2,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Thuringia,Sherardia arvensis,V,Sun,dry,N-rich,alkaline,loamy,NA,20,purple,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Bavaria,Sibbaldia procumbens,R,Sun to Half-shade,wet,N-poor,acidic,permeable to normal,NA,20,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Berlin,Silaum silaus,0,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Brandenburg,Silaum silaus,2,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Bremen/Lower Saxony,Silaum silaus,2,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Hamburg,Silaum silaus,R,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Mecklenburg-Western Pomerania,Silaum silaus,1,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
North Rhine-Westphalia,Silaum silaus,3,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Saarland,Silaum silaus,3,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Saxony,Silaum silaus,3,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Saxony-Anhalt,Silaum silaus,V,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Thuringia,Silaum silaus,2,Sun,wet to moist,N-rich,NA,permeable to loamy,NA,100,green,NA,Butterflies (3 spp.),NA,NA,NA,NA,60-100 cm
Hesse,Silene armeria,R,Sun to Half-shade,wet,N-poor,NA,normal,NA,60,pink,Bees,NA,NA,NA,NA,"yes, medium pots",40-60 cm
Hesse,Silene baccifera,3,Sun to Half-shade,wet to moist,N-rich,alkaline,loamy,to -34 °C (to Climatic zone 4),140,green,NA,Butterflies (1 spp.),NA,NA,NA,NA,100+ cm
North Rhine-Westphalia,Silene baccifera,3,Sun to Half-shade,wet to moist,N-rich,alkaline,loamy,to -34 °C (to Climatic zone 4),140,green,NA,Butterflies (1 spp.),NA,NA,NA,NA,100+ cm
Saxony,Silene baccifera,2,Sun to Half-shade,wet to moist,N-rich,alkaline,loamy,to -34 °C (to Climatic zone 4),140,green,NA,Butterflies (1 spp.),NA,NA,NA,NA,100+ cm
Saxony-Anhalt,Silene baccifera,3,Sun to Half-shade,wet to moist,N-rich,alkaline,loamy,to -34 °C (to Climatic zone 4),140,green,NA,Butterflies (1 spp.),NA,NA,NA,NA,100+ cm
Berlin,Silene noctiflora,1,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Brandenburg,Silene noctiflora,2,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Bremen/Lower Saxony,Silene noctiflora,3,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Hesse,Silene noctiflora,3,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Mecklenburg-Western Pomerania,Silene noctiflora,2,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
North Rhine-Westphalia,Silene noctiflora,2,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Saarland,Silene noctiflora,1,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Saxony,Silene noctiflora,3,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Saxony-Anhalt,Silene noctiflora,3,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Schleswig-Holstein,Silene noctiflora,1,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Thuringia,Silene noctiflora,V,Sun,dry,intermediate,NA,normal to loamy,NA,100,rose,NA,NA,NA,NA,NA,NA,60-100 cm
Berlin,Silene nutans,2,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Brandenburg,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Bremen/Lower Saxony,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Hamburg,Silene nutans,0,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Mecklenburg-Western Pomerania,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
North Rhine-Westphalia,Silene nutans,3,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Saarland,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Saxony,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Saxony-Anhalt,Silene nutans,V,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Schleswig-Holstein,Silene nutans,2,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Thuringia,Silene nutans,3,Sun,dry,N-poor,NA,permeable to normal,to -23 °C (to Climatic zone 6),50,white,Bees,Butterflies (28 spp.),NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Silene otites,2,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Bavaria,Silene otites,2,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Berlin,Silene otites,1,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Brandenburg,Silene otites,3,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Bremen/Lower Saxony,Silene otites,3,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Hesse,Silene otites,3,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Mecklenburg-Western Pomerania,Silene otites,2,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Rhineland-Palatinate,Silene otites,3,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Saxony,Silene otites,0,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Saxony-Anhalt,Silene otites,2,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Schleswig-Holstein,Silene otites,1,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Thuringia,Silene otites,2,Sun,dry,N-poor,NA,permeable to normal,NA,60,yellow,NA,Butterflies (2 spp.),NA,NA,NA,NA,40-60 cm
Bavaria,Silene viscaria,3,Sun,dry,N-poor,NA,permeable to normal,to -34 °C (to Climatic zone 4),60,rose,Bees,NA,NA,NA,NA,yes,40-60 cm
Brandenburg,Silene viscaria,2,Sun,dry,N-poor,NA,permeable to normal,to -34 °C (to Climatic zone 4),60,rose,Bees,NA,NA,NA,NA,yes,40-60 cm
Bremen/Lower Saxony,Silene viscaria,1,Sun,dry,N-poor,NA,permeable to normal,to -34 °C (to Climatic zone 4),60,rose,Bees,NA,NA,NA,NA,yes,40-60 cm
Hamburg,Silene vulgaris,3,Sun to Shade,moist,N-poor,NA,permeable to loamy,NA,50,white,Bees,Butterflies (38 spp.),NA,NA,NA,"yes, medium pots",40-60 cm
Schleswig-Holstein,Silene vulgaris,V,Sun to Shade,moist,N-poor,NA,permeable to loamy,NA,50,white,Bees,Butterflies (38 spp.),NA,NA,NA,"yes, medium pots",40-60 cm
Schleswig-Holstein,Sisymbrium loeselii,2,Sun,moist,N-rich,NA,normal,NA,120,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Baden-Württemberg,Sisymbrium orientale,R,Sun,dry,N-poor,NA,permeable,NA,60,yellow,Bees (15 spp.),NA,NA,NA,NA,NA,40-60 cm
Berlin,Sisymbrium orientale,R,Sun,dry,N-poor,NA,permeable,NA,60,yellow,Bees (15 spp.),NA,NA,NA,NA,NA,40-60 cm
Baden-Württemberg,Sium latifolium,3,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Bavaria,Sium latifolium,2,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Berlin,Sium latifolium,V,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Hamburg,Sium latifolium,3,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Hesse,Sium latifolium,3,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
North Rhine-Westphalia,Sium latifolium,2,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Saxony,Sium latifolium,2,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Thuringia,Sium latifolium,0,Sun,wet,N-rich,NA,loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Berlin,Solidago virgaurea,V,Sun to Half-shade,moist to dry,N-poor,NA,permeable to normal,to -28 °C (to Climatic zone 5),50,yellow,Bees (1 spp.),Butterflies (16 spp.),NA,NA,NA,NA,40-60 cm
Hamburg,Solidago virgaurea,3,Sun to Half-shade,moist to dry,N-poor,NA,permeable to normal,to -28 °C (to Climatic zone 5),50,yellow,Bees (1 spp.),Butterflies (16 spp.),NA,NA,NA,NA,40-60 cm
Schleswig-Holstein,Solidago virgaurea,V,Sun to Half-shade,moist to dry,N-poor,NA,permeable to normal,to -28 °C (to Climatic zone 5),50,yellow,Bees (1 spp.),Butterflies (16 spp.),NA,NA,NA,NA,40-60 cm
Bavaria,Sonchus palustris,3,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Bremen/Lower Saxony,Sonchus palustris,V,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Hamburg,Sonchus palustris,2,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Hesse,Sonchus palustris,0,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Rhineland-Palatinate,Sonchus palustris,0,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Saxony,Sonchus palustris,1,Sun,wet,N-rich,NA,permeable to loamy,NA,150,yellow,NA,NA,NA,NA,NA,NA,100+ cm
Thuringia,Sorbus aria,3,Sun to Half-shade,dry,intermediate,alkaline,permeable to normal,to -28 °C (to Climatic zone 5),1500,white,NA,Butterflies (2 spp.),NA,NA,NA,NA,100+ cm
Baden-Württemberg,Sorbus chamaemespilus,R,Sun to Half-shade,dry,N-rich,NA,permeable,NA,200,pink,NA,NA,NA,NA,NA,yes,100+ cm
Baden-Württemberg,Sorbus domestica,V,Sun to Half-shade,moist to dry,N-rich,alkaline,permeable to loamy,to -23 °C (to Climatic zone 6),1500,white,NA,NA,Birds,NA,NA,NA,100+ cm
Bavaria,Sorbus domestica,3,Sun to Half-shade,moist to dry,N-rich,alkaline,permeable to loamy,to -23 °C (to Climatic zone 6),1500,white,NA,NA,Birds,NA,NA,NA,100+ cm
Hesse,Sorbus domestica,3,Sun to Half-shade,moist to dry,N-rich,alkaline,permeable to loamy,to -23 °C (to Climatic zone 6),1500,white,NA,NA,Birds,NA,NA,NA,100+ cm
Saxony-Anhalt,Sorbus domestica,3,Sun to Half-shade,moist to dry,N-rich,alkaline,permeable to loamy,to -23 °C (to Climatic zone 6),1500,white,NA,NA,Birds,NA,NA,NA,100+ cm
Thuringia,Sorbus domestica,V,Sun to Half-shade,moist to dry,N-rich,alkaline,permeable to loamy,to -23 °C (to Climatic zone 6),1500,white,NA,NA,Birds,NA,NA,NA,100+ cm
Saarland,Sorbus latifolia,3,Sun,dry,intermediate,NA,normal,NA,1500,white,NA,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Sorbus torminalis,2,Sun,dry,N-rich,NA,normal to humus,to -23 °C (to Climatic zone 6),1500,white,NA,Butterflies (4 spp.),Birds,NA,NA,NA,100+ cm
Mecklenburg-Western Pomerania,Sorbus torminalis,2,Sun,dry,N-rich,NA,normal to humus,to -23 °C (to Climatic zone 6),1500,white,NA,Butterflies (4 spp.),Birds,NA,NA,NA,100+ cm
Saxony,Sorbus torminalis,1,Sun,dry,N-rich,NA,normal to humus,to -23 °C (to Climatic zone 6),1500,white,NA,Butterflies (4 spp.),Birds,NA,NA,NA,100+ cm
Schleswig-Holstein,Sorbus torminalis,0,Sun,dry,N-rich,NA,normal to humus,to -23 °C (to Climatic zone 6),1500,white,NA,Butterflies (4 spp.),Birds,NA,NA,NA,100+ cm
Berlin,Sparganium emersum,2,Sun to Half-shade,wet to moist,N-rich,NA,normal,NA,60,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Brandenburg,Sparganium emersum,V,Sun to Half-shade,wet to moist,N-rich,NA,normal,NA,60,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Saxony,Sparganium emersum,V,Sun to Half-shade,wet to moist,N-rich,NA,normal,NA,60,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Thuringia,Sparganium emersum,2,Sun to Half-shade,wet to moist,N-rich,NA,normal,NA,60,yellow,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Brandenburg,Sparganium erectum,G,Sun to Half-shade,wet to moist,N-rich,alkaline,humus,to -23 °C (to Climatic zone 6),50,yellow,NA,Butterflies (2 spp.),NA,2 spp. of mammals,NA,NA,40-60 cm
Saarland,Sparganium erectum,R,Sun to Half-shade,wet to moist,N-rich,alkaline,humus,to -23 °C (to Climatic zone 6),50,yellow,NA,Butterflies (2 spp.),NA,2 spp. of mammals,NA,NA,40-60 cm
Saxony-Anhalt,Spergula arvensis,V,Sun,wet to moist,N-rich,NA,permeable to humus,NA,50,white,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Rhineland-Palatinate,Spergularia marina,1,Sun,wet to moist,intermediate,NA,normal,NA,15,rose,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Saxony-Anhalt,Spergularia marina,3,Sun,wet to moist,intermediate,NA,normal,NA,15,rose,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Thuringia,Spergularia media,0,Sun,wet to moist,intermediate,NA,permeable to normal,NA,45,white,NA,Butterflies (1 spp.),NA,NA,NA,NA,40-60 cm
Schleswig-Holstein,Spergularia rubra,V,Sun,dry,N-rich,NA,permeable to loamy,NA,15,rose,NA,Butterflies (1 spp.),NA,NA,NA,NA,0-40 cm
Bremen/Lower Saxony,Stachys alpina,3,Sun to Half-shade,moist to dry,intermediate to N-rich,alkaline,permeable to loamy,to -28 °C (to Climatic zone 5),100,violet,Bees,Butterflies (1 spp.),NA,1 spp. of mammals,NA,NA,60-100 cm
Hesse,Stachys alpina,V,Sun to Half-shade,moist to dry,intermediate to N-rich,alkaline,permeable to loamy,to -28 °C (to Climatic zone 5),100,violet,Bees,Butterflies (1 spp.),NA,1 spp. of mammals,NA,NA,60-100 cm
Rhineland-Palatinate,Stachys alpina,3,Sun to Half-shade,moist to dry,intermediate to N-rich,alkaline,permeable to loamy,to -28 °C (to Climatic zone 5),100,violet,Bees,Butterflies (1 spp.),NA,1 spp. of mammals,NA,NA,60-100 cm
Saarland,Stachys alpina,V,Sun to Half-shade,moist to dry,intermediate to N-rich,alkaline,permeable to loamy,to -28 °C (to Climatic zone 5),100,violet,Bees,Butterflies (1 spp.),NA,1 spp. of mammals,NA,NA,60-100 cm
